"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.broadinstitute.hellbender.tools.spark.sv.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\spark\sv\utils\SVFastqUtils.java","4","402","Unnecessary qualifier 'SVFastqUtils': 'LINE_SEPARATOR_CHR' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.spark.sv.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\spark\sv\utils\Strand.java","4","66","Unnecessary qualifier 'Strand': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_QualByDepth.java","3","152","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_QualByDepth.java","3","155","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_QualByDepth.java","3","157","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RMSMappingQuality.java","3","233","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RMSMappingQuality.java","3","236","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RMSMappingQuality.java","3","238","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RMSMappingQuality.java","3","249","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"5","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RMSMappingQuality.java","3","253","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"6","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RMSMappingQuality.java","3","255","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RankSumTest.java","3","137","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RankSumTest.java","3","142","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RankSumTest.java","3","308","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_RankSumTest.java","3","313","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_StrandBiasTest.java","3","92","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\AS_StrandBiasTest.java","3","97","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\StrandBiasUtils.java","3","44","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\StrandBiasUtils.java","3","50","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\StrandBiasUtils.java","3","63","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","org.broadinstitute.hellbender.tools.walkers.annotator.allelespecific","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\annotator\allelespecific\StrandBiasUtils.java","3","65","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.fasta","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\fasta\FastaReferenceMaker.java","3","144","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.walkers.genotyper.afcalc","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\genotyper\afcalc\AlleleFrequencyCalculator.java","4","182","Unnecessary qualifier 'AlleleFrequencyCalculator': 'THRESHOLD_FOR_ALLELE_COUNT_CONVERGENCE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.tools.walkers.genotyper.afcalc","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\genotyper\afcalc\AlleleFrequencyCalculator.java","4","214","Unnecessary qualifier 'AlleleFrequencyCalculator': 'HOM_REF_GENOTYPE_INDEX' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\AssemblyBasedCallerUtils.java","4","372","Unnecessary qualifier 'AssemblyBasedCallerUtils': 'determineFlowAssemblyColapseHmer' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\HaplotypeCallerArgumentCollection.java","4","129","Unnecessary qualifier 'HaplotypeCallerArgumentCollection': 'OUTPUT_BLOCK_LOWER_BOUNDS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\HaplotypeCallerEngine.java","3","973","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\HaplotypeCallerGenotypingEngine.java","3","229","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\HaplotypeCallerGenotypingEngine.java","3","248","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\OccurrenceMatrix.java","3","122","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\OccurrenceMatrix.java","3","123","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\ReferenceConfidenceResult.java","3","6","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller.graphs","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\graphs\GraphUtils.java","4","22","Unnecessary qualifier 'GraphUtils': 'minKmerLength' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller.ramps","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\ramps\RampBase.java","3","13","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.broadinstitute.hellbender.tools.walkers.mutect.filtering","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\mutect\filtering\ErrorProbabilities.java","4","38","Unnecessary qualifier 'ErrorProbabilities': 'transpose' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.tools.walkers.mutect.filtering","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\mutect\filtering\ErrorProbabilities.java","4","43","Unnecessary qualifier 'Collectors': 'toList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.tools.walkers.mutect.filtering","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\mutect\filtering\ErrorProbabilities.java","4","52","Unnecessary qualifier 'Collectors': 'toList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.tools.walkers.mutect.filtering","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\mutect\filtering\ErrorProbabilities.java","4","75","Unnecessary qualifier 'Collectors': 'partitioningBy' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.mutect.filtering","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\mutect\filtering\Mutect2FilteringEngine.java","4","141","Unnecessary qualifier 'Mutect2FilteringEngine': 'getTumorLogOdds' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.mutect.filtering","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\mutect\filtering\ThresholdCalculator.java","4","41","Unnecessary qualifier 'ThresholdCalculator': 'calculateThresholdBasedOnFalseDiscoveryRate' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.tools.walkers.mutect.filtering","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\mutect\filtering\ThresholdCalculator.java","4","44","Unnecessary qualifier 'ThresholdCalculator': 'calculateThresholdBasedOnOptimalFScore' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactPrior.java","4","157","Unnecessary qualifier 'ArtifactPriorTableColumn': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","34","Unnecessary qualifier 'ArtifactState': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","73","Unnecessary qualifier 'ArtifactState': 'F1R2_A' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","75","Unnecessary qualifier 'ArtifactState': 'F1R2_C' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","77","Unnecessary qualifier 'ArtifactState': 'F1R2_G' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","79","Unnecessary qualifier 'ArtifactState': 'F1R2_T' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","88","Unnecessary qualifier 'ArtifactState': 'F2R1_A' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","90","Unnecessary qualifier 'ArtifactState': 'F2R1_C' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","92","Unnecessary qualifier 'ArtifactState': 'F2R1_G' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"9","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ArtifactState.java","4","94","Unnecessary qualifier 'ArtifactState': 'F2R1_T' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\readorientation\ReadOrientation.java","4","15","Unnecessary qualifier 'ReadOrientation': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.varianteval.stratifications","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\varianteval\stratifications\AlleleCount.java","3","64","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.walkers.varianteval.stratifications","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\varianteval\stratifications\FunctionalClass.java","3","44","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.tools.walkers.varianteval.stratifications","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\varianteval\stratifications\FunctionalClass.java","3","61","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.broadinstitute.hellbender.tools.walkers.varianteval.stratifications","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\varianteval\stratifications\FunctionalClass.java","3","77","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.walkers.vqsr","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\vqsr\CNNScoreVariants.java","4","281","Unnecessary qualifier 'CNNScoreVariants': 'AVXREQUIRED_ERROR' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.vqsr","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\vqsr\TruthSensitivityTranche.java","4","197","Unnecessary qualifier 'TruthSensitivityTranche': 'TRUTH_SENSITIVITY_ORDER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.vqsr.scalable.modeling","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\tools\walkers\vqsr\scalable\modeling\BGMMVariantAnnotationsScorer.java","4","54","Unnecessary qualifier 'BGMMVariantAnnotationsScorer': 'deserialize' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\CompressedDataList.java","3","68","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\CompressedDataList.java","3","70","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","94","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","140","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","140","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","141","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","141","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","171","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","171","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","172","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","172","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","188","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","188","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","189","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","189","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"14","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","373","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"15","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\GenomeLoc.java","4","375","Unnecessary qualifier 'GenomeLoc': 'isUnmapped' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Histogram.java","3","155","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\Histogram.java","3","157","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\HttpUtils.java","4","16","Unnecessary qualifier 'HttpUtils': 'client' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\HttpUtils.java","4","17","Unnecessary qualifier 'HttpUtils': 'client' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\HttpUtils.java","4","44","Unnecessary qualifier 'HttpUtils': 'client' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\IntervalUtils.java","4","803","Unnecessary qualifier 'IntervalUtils': 'intervalSize' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\IntervalUtils.java","4","1575","Unnecessary qualifier 'IntervalUtils': 'compareLocatables' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\LoggingUtils.java","4","74","Unnecessary qualifier 'java.util.logging': 'Logger' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\MathUtils.java","4","447","Unnecessary qualifier 'MathUtils': 'maxElementIndex' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\MathUtils.java","4","495","Unnecessary qualifier 'MathUtils': 'maxElementIndex' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\NGSPlatform.java","4","90","Unnecessary qualifier 'NGSPlatform': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
