"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\TooltipProviders.java","4","100","Unnecessary qualifier 'TooltipProviders': 'LOADER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.items.tools","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\items\tools\MemoryCardItem.java","4","81","Unnecessary qualifier 'MemoryCardItem': 'storeUpgrades' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.menu.implementations","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\menu\implementations\SetStockAmountMenu.java","4","79","Unnecessary qualifier 'SetStockAmountMenu': 'TYPE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.menu.me.crafting","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\menu\me\crafting\CraftAmountMenu.java","4","85","Unnecessary qualifier 'CraftAmountMenu': 'TYPE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.menu.me.crafting","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\menu\me\crafting\CraftConfirmMenu.java","4","145","Unnecessary qualifier 'CraftConfirmMenu': 'TYPE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.menu.me.crafting","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\menu\me\crafting\CraftConfirmMenu.java","4","271","Unnecessary qualifier 'CraftConfirmMenu': 'openWithCraftingList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.menu.me.crafting","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\menu\me\crafting\CraftConfirmMenu.java","4","368","Unnecessary qualifier 'CraftConfirmMenu': 'openWithCraftingList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.mixins","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\mixins\GuiGraphicsMixin.java","3","38","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.mixins","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\mixins\ResizableSlotHighlightMixin.java","3","18","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.mixins.spatial","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\mixins\spatial\MinecraftServerMixin.java","3","42","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.mixins.tests","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\mixins\tests\StructureUtilsMixin.java","3","20","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.thirdparty.fabric","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\thirdparty\fabric\ColorHelper.java","3","24","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.thirdparty.fabric","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\thirdparty\fabric\EncodingFormat.java","3","29","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.thirdparty.fabric","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\thirdparty\fabric\GeometryHelper.java","3","32","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"2","appeng.thirdparty.fabric","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\thirdparty\fabric\GeometryHelper.java","4","197","Unnecessary qualifier 'GeometryHelper': 'longestAxis' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.thirdparty.fabric","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\thirdparty\fabric\ModelHelper.java","3","37","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.thirdparty.fabric","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\thirdparty\fabric\NormalHelper.java","3","29","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.util","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\util\ConfigInventory.java","4","47","Unnecessary qualifier 'ConfigInventory': 'configTypes' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.util","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\util\Platform.java","4","105","Unnecessary qualifier 'Platform': 'fallbackClientRegistryAccess' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.util","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\util\Platform.java","3","210","Avoid using java.lang.ThreadGroup; it is not thread safe","Multithreading","AvoidThreadGroup"
"3","appeng.util","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\util\Platform.java","3","235","Avoid using java.lang.ThreadGroup; it is not thread safe","Multithreading","AvoidThreadGroup"
"4","appeng.util","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\util\Platform.java","3","242","Avoid using java.lang.ThreadGroup; it is not thread safe","Multithreading","AvoidThreadGroup"
"1","appeng.worldgen.meteorite","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\worldgen\meteorite\MeteoriteStructure.java","4","62","Unnecessary qualifier 'MeteoriteStructure': 'CODEC' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.worldgen.meteorite.fallout","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\worldgen\meteorite\fallout\FalloutMode.java","4","75","Unnecessary qualifier 'FalloutMode': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.api.inventories","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\test\java\appeng\api\inventories\InternalInventoryTest.java","3","293","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.me","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\test\java\appeng\me\AbstractGridNodeTest.java","3","29","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
