"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.springframework.integration.file.transformer","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-file\src\test\java\org\springframework\integration\file\transformer\AbstractFilePayloadTransformerTests.java","3","37","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.ftp.session","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ftp\src\test\java\org\springframework\integration\ftp\session\SessionFactoryTests.java","3","135","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.groovy","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-groovy\src\main\java\org\springframework\integration\groovy\GroovyScriptExecutingMessageProcessor.java","3","225","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.groovy.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-groovy\src\main\java\org\springframework\integration\groovy\config\GroovyControlBusFactoryBean.java","3","123","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.groovy","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-groovy\src\test\java\org\springframework\integration\groovy\GroovyScriptPayloadMessageProcessorTests.java","3","105","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.hazelcast","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-hazelcast\src\main\java\org\springframework\integration\hazelcast\HazelcastHeaders.java","3","27","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.hazelcast.leader","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-hazelcast\src\test\java\org\springframework\integration\hazelcast\leader\LeaderInitiatorTests.java","3","125","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.hazelcast.leader","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-hazelcast\src\test\java\org\springframework\integration\hazelcast\leader\LeaderInitiatorTests.java","3","141","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.http","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-http\src\main\java\org\springframework\integration\http\HttpHeaders.java","3","24","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.http.support","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-http\src\main\java\org\springframework\integration\http\support\DefaultHttpHeaderMapper.java","3","1001","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.http","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-http\src\test\java\org\springframework\integration\http\AbstractHttpInboundTests.java","3","31","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","3","34","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"2","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","4","178","Unnecessary qualifier 'IpAdapterParserUtils': 'HOST' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","4","179","Unnecessary qualifier 'IpAdapterParserUtils': 'PORT' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","4","189","Unnecessary qualifier 'IpAdapterParserUtils': 'HOST' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","4","191","Unnecessary qualifier 'IpAdapterParserUtils': 'HOST' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","4","195","Unnecessary qualifier 'IpAdapterParserUtils': 'getPort' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","4","208","Unnecessary qualifier 'IpAdapterParserUtils': 'PORT' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","4","210","Unnecessary qualifier 'IpAdapterParserUtils': 'PORT' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"9","org.springframework.integration.ip.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\config\IpAdapterParserUtils.java","4","222","Unnecessary qualifier 'IpAdapterParserUtils': 'UDP_MULTICAST' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\tcp\connection\AbstractTcpConnectionSupport.java","3","26","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\tcp\connection\TcpNetConnection.java","3","98","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\tcp\connection\TcpNetServerConnectionFactory.java","3","204","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\tcp\connection\TcpNetServerConnectionFactory.java","3","241","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\tcp\connection\TcpNioConnection.java","3","144","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\tcp\connection\TcpNioConnection.java","3","149","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\tcp\connection\TcpNioConnection.java","3","154","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\tcp\connection\TcpNioServerConnectionFactory.java","3","307","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.udp","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\udp\UnicastReceivingChannelAdapter.java","3","150","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.ip.udp","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\udp\UnicastReceivingChannelAdapter.java","3","310","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.udp","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\main\java\org\springframework\integration\ip\udp\UnicastSendingMessageHandler.java","3","577","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\TcpOutboundGatewayTests.java","3","725","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.ip.tcp","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\TcpOutboundGatewayTests.java","3","832","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.ip.tcp","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\TcpOutboundGatewayTests.java","3","887","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\TcpSendingMessageHandlerTests.java","3","854","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\connection\ConnectionFactoryShutDownTests.java","3","61","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\connection\SOLingerTests.java","3","154","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\connection\TcpNioConnectionTests.java","3","457","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\connection\TcpNioConnectionTests.java","3","463","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\connection\TcpNioConnectionTests.java","3","598","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","org.springframework.integration.ip.tcp.connection","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\connection\TcpNioConnectionTests.java","3","648","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp.serializer","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\serializer\DeserializationTests.java","3","146","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.ip.tcp.serializer","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\serializer\DeserializationTests.java","3","382","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.ip.tcp.serializer","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\serializer\DeserializationTests.java","3","432","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.tcp.serializer","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\tcp\serializer\PooledDeserializationTests.java","3","51","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.ip.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\util\SocketTestUtils.java","3","143","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.ip.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-ip\src\test\java\org\springframework\integration\ip\util\SocketTestUtils.java","3","333","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jdbc.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\config\JdbcTypesEnum.java","4","96","Unnecessary qualifier 'JdbcTypesEnum': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.springframework.integration.jdbc.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\config\StoredProcParserUtils.java","4","307","Unnecessary qualifier 'StoredProcParserUtils': 'getProcedureParameterBeanDefinitions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.springframework.integration.jdbc.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\config\StoredProcParserUtils.java","4","309","Unnecessary qualifier 'StoredProcParserUtils': 'getSqlParameterDefinitionBeanDefinitions' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\lock\JdbcLockRegistry.java","3","200","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\lock\JdbcLockRegistry.java","3","203","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\lock\JdbcLockRegistry.java","3","234","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\lock\JdbcLockRegistry.java","3","278","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"5","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\lock\JdbcLockRegistry.java","3","311","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"6","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\lock\JdbcLockRegistry.java","3","345","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jdbc.metadata","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\main\java\org\springframework\integration\jdbc\metadata\JdbcMetadataStore.java","3","232","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jdbc.leader","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\leader\JdbcLockRegistryLeaderInitiatorTests.java","3","123","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.jdbc.leader","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\leader\JdbcLockRegistryLeaderInitiatorTests.java","3","139","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\lock\JdbcLockRegistryDifferentClientTests.java","3","153","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\lock\JdbcLockRegistryDifferentClientTests.java","3","173","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.jdbc.lock","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\lock\JdbcLockRegistryDifferentClientTests.java","3","214","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jdbc.store","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\store\JdbcMessageStoreChannelIntegrationTests.java","3","140","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.jdbc.store","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\store\JdbcMessageStoreChannelIntegrationTests.java","3","202","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jdbc.store","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\store\JdbcMessageStoreChannelOnePollerIntegrationTests.java","3","106","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jdbc.store","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\store\JdbcMessageStoreChannelTests.java","3","116","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jdbc.store.channel","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\store\channel\AbstractJdbcChannelMessageStoreTests.java","3","54","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.jdbc.store.channel","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jdbc\src\test\java\org\springframework\integration\jdbc\store\channel\AbstractTxTimeoutMessageStoreTests.java","3","65","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.jms","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\main\java\org\springframework\integration\jms\DynamicJmsTemplateProperties.java","3","25","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.jms","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\main\java\org\springframework\integration\jms\JmsOutboundGateway.java","3","1249","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jms.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\main\java\org\springframework\integration\jms\config\JmsParserUtils.java","3","35","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"2","org.springframework.integration.jms.config","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\main\java\org\springframework\integration\jms\config\JmsParserUtils.java","4","85","Unnecessary qualifier 'JmsParserUtils': 'CONNECTION_FACTORY_PROPERTY' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.springframework.integration.jms.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\main\java\org\springframework\integration\jms\util\JmsAdapterUtils.java","3","27","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.jms","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\ActiveMQMultiContextTests.java","3","43","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.jms","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\OutboundGatewayFunctionTests.java","3","406","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jms","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\SubscribableJmsChannelTests.java","3","354","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jms.request_reply","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\request_reply\MiscellaneousTests.java","3","72","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jms.request_reply","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\request_reply\RequestReplyScenariosWithCachedConsumersTests.java","3","182","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.jms.request_reply","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\request_reply\RequestReplyScenariosWithCachedConsumersTests.java","3","202","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jms.request_reply","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\request_reply\RequestReplyScenariosWithCorrelationKeyProvidedTests.java","3","87","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jms.request_reply","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\request_reply\RequestReplyScenariosWithTempReplyQueuesTests.java","3","96","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.jms.request_reply","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\request_reply\RequestReplyScenariosWithTempReplyQueuesTests.java","3","132","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.jms.request_reply","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\request_reply\RequestReplyScenariosWithTempReplyQueuesTests.java","3","143","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","org.springframework.integration.jms.request_reply","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jms\src\test\java\org\springframework\integration\jms\request_reply\RequestReplyScenariosWithTempReplyQueuesTests.java","3","153","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.jmx","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-jmx\src\main\java\org\springframework\integration\jmx\JmxHeaders.java","3","25","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.kafka.outbound","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-kafka\src\test\java\org\springframework\integration\kafka\outbound\KafkaProducerMessageHandlerTests.java","3","649","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\main\java\org\springframework\integration\mail\MailTransportUtils.java","3","35","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\test\java\org\springframework\integration\mail\ImapMailReceiverTests.java","3","824","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\test\java\org\springframework\integration\mail\MailTestsHelper.java","4","63","Unnecessary qualifier 'MailTestsHelper': 'MESSAGE_TEXT' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\test\java\org\springframework\integration\mail\MailTestsHelper.java","4","64","Unnecessary qualifier 'MailTestsHelper': 'SUBJECT' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\test\java\org\springframework\integration\mail\MailTestsHelper.java","4","65","Unnecessary qualifier 'MailTestsHelper': 'TO' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\test\java\org\springframework\integration\mail\MailTestsHelper.java","4","66","Unnecessary qualifier 'MailTestsHelper': 'CC' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\test\java\org\springframework\integration\mail\MailTestsHelper.java","4","67","Unnecessary qualifier 'MailTestsHelper': 'BCC' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\test\java\org\springframework\integration\mail\MailTestsHelper.java","4","68","Unnecessary qualifier 'MailTestsHelper': 'FROM' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","org.springframework.integration.mail","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mail\src\test\java\org\springframework\integration\mail\MailTestsHelper.java","4","69","Unnecessary qualifier 'MailTestsHelper': 'REPLY_TO' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.springframework.integration.mqtt.outbound","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mqtt\src\main\java\org\springframework\integration\mqtt\outbound\MqttPahoMessageHandler.java","3","271","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.mqtt","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-mqtt\src\test\java\org\springframework\integration\mqtt\MqttAdapterTests.java","3","124","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.redis.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-redis\src\main\java\org\springframework\integration\redis\util\RedisLockRegistry.java","3","362","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.redis.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-redis\src\main\java\org\springframework\integration\redis\util\RedisLockRegistry.java","3","646","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.springframework.integration.redis.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-redis\src\test\java\org\springframework\integration\redis\util\RedisLockRegistryTests.java","3","707","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.springframework.integration.redis.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-redis\src\test\java\org\springframework\integration\redis\util\RedisLockRegistryTests.java","3","789","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.springframework.integration.redis.util","C:\User\abhi\MetricsCK\spring_integration\spring-integration\spring-integration-redis\src\test\java\org\springframework\integration\redis\util\RedisLockRegistryTests.java","3","802","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
